title,link,description,image_url
Cách làm giả cầy Hà Nội nấu theo lối xưa,https://vnexpress.net/doi-song-cooking-4694998.html,"Món ăn này hợp mùa đông với miếng giả cầy màu nâu vàng óng, phần bì giòn sần sật mà bên trong thịt mềm, nước sóng sánh vàng rượi, đượm mùi thơm của mắm tôm, riềng mẻ.
Thịt chân giò đậm vị, nước sánh vàng rượi, dậy mùi đặc trưng của riềng mẻ mắm tôm, xen kẽ hành răm, rau ngổ xanh tươi rất hấp dẫn. 
Khác với giả cầy miền Bắc thoảng vị chua, màu vàng sậm hay giả cầy miền Trung đượm vị ngọt, giả cầy miền Tây lại dậy mùi thơm béo ngậy từ chao. 
Khác với giả cầy Hà Nội đặc trưng bởi vị chua, giả cầy Nghệ An đượm vị ngọt mật mía, giả cầy miền Tây thơm mùi chao thì giả cầy An Phú (Thái Bình) hấp dẫn bằng sự mộc mạc. 
Bún giả cầy có thịt mềm đậm vị nhưng bì vẫn còn chút giòn, nước sóng sánh vàng, dậy mùi thơm của mắm tôm, riềng mẻ. Món này ăn cùng bún rất ngon nhất là trong tiết trời lạnh. 
Thịt giả cầy mềm mà không bở, có vị ngọt nhẹ từ mật mía, dậy mùi thơm của lá tắt, mắm tôm và sánh màu nâu đỏ đẹp mắt. Món ăn dân dã này thường ăn kèm bún hoặc bánh mướt rất ngon.",https://vcdn1-giadinh.vnecdn.net/2023/12/29/Buoc-1-1-3129-1703836851.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=StQFPHJKFUgdIfFY54Wxgw
Cách làm Giả cầy miền Tây dậy mùi thơm béo ngậy,https://vnexpress.net/doi-song-cooking-4501186.html,"Khác với giả cầy miền Bắc thoảng vị chua, màu vàng sậm hay giả cầy miền Trung đượm vị ngọt, giả cầy miền Tây lại dậy mùi thơm béo ngậy từ chao.
Thịt chân giò đậm vị, nước sánh vàng rượi, dậy mùi đặc trưng của riềng mẻ mắm tôm, xen kẽ hành răm, rau ngổ xanh tươi rất hấp dẫn. 
Món ăn này hợp mùa đông với miếng giả cầy màu nâu vàng óng, phần bì giòn sần sật mà bên trong thịt mềm, nước sóng sánh vàng rượi, đượm mùi thơm của mắm tôm, riềng mẻ. 
Khác với giả cầy Hà Nội đặc trưng bởi vị chua, giả cầy Nghệ An đượm vị ngọt mật mía, giả cầy miền Tây thơm mùi chao thì giả cầy An Phú (Thái Bình) hấp dẫn bằng sự mộc mạc. 
Bún giả cầy có thịt mềm đậm vị nhưng bì vẫn còn chút giòn, nước sóng sánh vàng, dậy mùi thơm của mắm tôm, riềng mẻ. Món này ăn cùng bún rất ngon nhất là trong tiết trời lạnh. 
Thịt giả cầy mềm mà không bở, có vị ngọt nhẹ từ mật mía, dậy mùi thơm của lá tắt, mắm tôm và sánh màu nâu đỏ đẹp mắt. Món ăn dân dã này thường ăn kèm bún hoặc bánh mướt rất ngon.",https://vcdn1-giadinh.vnecdn.net/2022/08/18/Buoc-1-1-5483-1660810238.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=vwGHX2eZeB3klVjCUaRxSQ
Cách nấu giả cầy An Phú - món ngon đặc sản Thái Bình,https://vnexpress.net/doi-song-cooking-4492308.html,"Khác với giả cầy Hà Nội đặc trưng bởi vị chua, giả cầy Nghệ An đượm vị ngọt mật mía, giả cầy miền Tây thơm mùi chao thì giả cầy An Phú (Thái Bình) hấp dẫn bằng sự mộc mạc.
Thịt chân giò đậm vị, nước sánh vàng rượi, dậy mùi đặc trưng của riềng mẻ mắm tôm, xen kẽ hành răm, rau ngổ xanh tươi rất hấp dẫn. 
Món ăn này hợp mùa đông với miếng giả cầy màu nâu vàng óng, phần bì giòn sần sật mà bên trong thịt mềm, nước sóng sánh vàng rượi, đượm mùi thơm của mắm tôm, riềng mẻ. 
Khác với giả cầy miền Bắc thoảng vị chua, màu vàng sậm hay giả cầy miền Trung đượm vị ngọt, giả cầy miền Tây lại dậy mùi thơm béo ngậy từ chao. 
Bún giả cầy có thịt mềm đậm vị nhưng bì vẫn còn chút giòn, nước sóng sánh vàng, dậy mùi thơm của mắm tôm, riềng mẻ. Món này ăn cùng bún rất ngon nhất là trong tiết trời lạnh. 
Thịt giả cầy mềm mà không bở, có vị ngọt nhẹ từ mật mía, dậy mùi thơm của lá tắt, mắm tôm và sánh màu nâu đỏ đẹp mắt. Món ăn dân dã này thường ăn kèm bún hoặc bánh mướt rất ngon.",https://vcdn1-giadinh.vnecdn.net/2022/07/26/Buoc-1-1-7232-1658822506.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=Uz2iPnlGQVnQ5uwcyOSh8A
Cách làm bún giả cầy chuẩn vị,https://vnexpress.net/doi-song-cooking-4429168.html,"Bún giả cầy có thịt mềm đậm vị nhưng bì vẫn còn chút giòn, nước sóng sánh vàng, dậy mùi thơm của mắm tôm, riềng mẻ. Món này ăn cùng bún rất ngon nhất là trong tiết trời lạnh.
Thịt chân giò đậm vị, nước sánh vàng rượi, dậy mùi đặc trưng của riềng mẻ mắm tôm, xen kẽ hành răm, rau ngổ xanh tươi rất hấp dẫn. 
Món ăn này hợp mùa đông với miếng giả cầy màu nâu vàng óng, phần bì giòn sần sật mà bên trong thịt mềm, nước sóng sánh vàng rượi, đượm mùi thơm của mắm tôm, riềng mẻ. 
Khác với giả cầy miền Bắc thoảng vị chua, màu vàng sậm hay giả cầy miền Trung đượm vị ngọt, giả cầy miền Tây lại dậy mùi thơm béo ngậy từ chao. 
Khác với giả cầy Hà Nội đặc trưng bởi vị chua, giả cầy Nghệ An đượm vị ngọt mật mía, giả cầy miền Tây thơm mùi chao thì giả cầy An Phú (Thái Bình) hấp dẫn bằng sự mộc mạc. 
Thịt giả cầy mềm mà không bở, có vị ngọt nhẹ từ mật mía, dậy mùi thơm của lá tắt, mắm tôm và sánh màu nâu đỏ đẹp mắt. Món ăn dân dã này thường ăn kèm bún hoặc bánh mướt rất ngon.",https://vcdn1-giadinh.vnecdn.net/2022/02/18/Buoc-1-7998-1645173239.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=WeWN8IVYTvcK9aNHJ9qhzA
Cách nấu giả cầy Nghệ An chuẩn vị,https://vnexpress.net/doi-song-cooking-4409281.html,"Thịt giả cầy mềm mà không bở, có vị ngọt nhẹ từ mật mía, dậy mùi thơm của lá tắt, mắm tôm và sánh màu nâu đỏ đẹp mắt. Món ăn dân dã này thường ăn kèm bún hoặc bánh mướt rất ngon.
Thịt chân giò đậm vị, nước sánh vàng rượi, dậy mùi đặc trưng của riềng mẻ mắm tôm, xen kẽ hành răm, rau ngổ xanh tươi rất hấp dẫn. 
Món ăn này hợp mùa đông với miếng giả cầy màu nâu vàng óng, phần bì giòn sần sật mà bên trong thịt mềm, nước sóng sánh vàng rượi, đượm mùi thơm của mắm tôm, riềng mẻ. 
Khác với giả cầy miền Bắc thoảng vị chua, màu vàng sậm hay giả cầy miền Trung đượm vị ngọt, giả cầy miền Tây lại dậy mùi thơm béo ngậy từ chao. 
Khác với giả cầy Hà Nội đặc trưng bởi vị chua, giả cầy Nghệ An đượm vị ngọt mật mía, giả cầy miền Tây thơm mùi chao thì giả cầy An Phú (Thái Bình) hấp dẫn bằng sự mộc mạc. 
Bún giả cầy có thịt mềm đậm vị nhưng bì vẫn còn chút giòn, nước sóng sánh vàng, dậy mùi thơm của mắm tôm, riềng mẻ. Món này ăn cùng bún rất ngon nhất là trong tiết trời lạnh.",https://vcdn1-giadinh.vnecdn.net/2021/12/28/Buoc-1-7508-1640679038.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=G4b5HbnLv3V-vBLkUgp1Gw
Cách làm gỏi gà rau răm thanh mát ngày hè,https://vnexpress.net/doi-song-cooking-4327209.html,"Thịt gà mềm ngọt, hành tây giòn, hài hòa các vị chua cay mặn ngọt rất thanh mát và hấp dẫn trong mùa hè.
Gà ta chắc thịt, da vàng trộn cùng măng cụt giòn ngọt, chua và chát nhẹ, rau củ tươi mát. Đây là món ăn được nhiều người ưu ái gọi tên ''gỏi nữ hoàng'' và chỉ duy nhất có từ tháng 4-6 ở Nam Bộ.",
Cách làm kim chi dưa leo đơn giản tại nhà,https://vnexpress.net/doi-song-cooking-4331755.html,"Kim chi dưa leo (dưa chuột) vị chua ngọt hài hòa, dậy mùi thơm đặc trưng của kim chi, ăn cùng cơm nóng hoặc thịt nướng rất ''hao cơm''.
Kim chi được làm từ bắp cải lên men với ớt đỏ, củ cải và rất nhiều tỏi, gừng. Dù yêu hay ghét món này, người ta cũng không thể quên được mùi vị đặc biệt của nó ngay lần đầu nếm thử. 
Kim chi dưa chuột dễ làm hơn so với cải thảo, hương vị thơm ngon, giòn ngọt, xen lẫn vị chua.",
Tự làm Kim chi Hàn Quốc,https://vnexpress.net/doi-song-cooking-4311283.html,"Kim chi được làm từ bắp cải lên men với ớt đỏ, củ cải và rất nhiều tỏi, gừng. Dù yêu hay ghét món này, người ta cũng không thể quên được mùi vị đặc biệt của nó ngay lần đầu nếm thử.
Kim chi dưa leo (dưa chuột) vị chua ngọt hài hòa, dậy mùi thơm đặc trưng của kim chi, ăn cùng cơm nóng hoặc thịt nướng rất ''hao cơm''. 
Kim chi dưa chuột dễ làm hơn so với cải thảo, hương vị thơm ngon, giòn ngọt, xen lẫn vị chua.",
Công thức làm kim chi dưa chuột chuẩn như của người Hàn,https://vnexpress.net/doi-song-cooking-4298433.html,"Kim chi dưa chuột dễ làm hơn so với cải thảo, hương vị thơm ngon, giòn ngọt, xen lẫn vị chua.
Kim chi dưa leo (dưa chuột) vị chua ngọt hài hòa, dậy mùi thơm đặc trưng của kim chi, ăn cùng cơm nóng hoặc thịt nướng rất ''hao cơm''. 
Kim chi được làm từ bắp cải lên men với ớt đỏ, củ cải và rất nhiều tỏi, gừng. Dù yêu hay ghét món này, người ta cũng không thể quên được mùi vị đặc biệt của nó ngay lần đầu nếm thử.",
Lẩu bò ớt xiêm xanh,https://vnexpress.net/doi-song-cooking-4377241.html,"Nước lẩu được nấu từ tỏi ớt và nạm, xương bò mang đến vị chua cay hấp dẫn được nhiều người yêu thích, nhất là khi trời se lạnh.
Lẩu bò mắm ruốc là món ăn nổi tiếng đất Bình Dương với mùi vị thơm ngon, phù hợp để thưởng thức cùng bạn bè, người thân trong những ngày mưa gió.",
Cách làm lẩu cá chép chua thanh cho ngày du xuân,https://vnexpress.net/doi-song-cooking-4566543.html,"Trong tiết trời mưa xuân rả rích, một nồi lẩu cá chép chua thanh là món ăn được nhiều người yêu thích.",https://vcdn1-giadinh.vnecdn.net/2023/02/03/Buoc-1-1-8285-1675416497.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=Tawdcf6vWl_UFUPr-iyaDw
Cách làm lẩu cháo chim giải ngán sau Tết,https://vnexpress.net/doi-song-cooking-4565082.html,"Cháo nóng hổi, hơi sánh nhuyễn, dậy mùi thơm. Nhúng thịt chim câu có vị ngọt thanh, trứng non bùi bùi, kết hợp rau cải cúc, ngải cứu, tía tô đẩy đưa vị giác. Món này giàu dinh dưỡng, giải ngán sau Tết rất tốt.",https://vcdn1-giadinh.vnecdn.net/2023/01/31/Buoc-1-1-4861-1675138683.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=LVVlH39H7euBiWQ5wgvf3A
Cách nấu lẩu gà lá é - món ngon nổi tiếng Đà Lạt,https://vnexpress.net/doi-song-cooking-4545655.html,"Thịt gà mềm ngọt, lá é nhúng nước lẩu nóng làm dậy vị the the, bùi bùi, ăn cùng măng củ giòn, nấm tươi ngọt làm thực khách ''xiêu lòng'' khi tới xứ sở ngàn hoa.
Lẩu nóng hổi, dậy mùi thơm và ngọt tự nhiên từ gà, nấm, màu sắc bắt mắt. Món này giàu chất bổ dưỡng giúp tăng cường sức khỏe. 
Món lẩu gà nấu nấm không những giúp bạn thay đổi khẩu vị mà còn rất mát và bổ dưỡng.",https://vcdn1-giadinh.vnecdn.net/2022/12/08/Buoc-1-1-8422-1670471747.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=ZXlqRKHWLQimwak0us1R-Q
Cách làm lẩu gà nấm đổi vị cuối tuần,https://vnexpress.net/doi-song-cooking-4569372.html,"Lẩu nóng hổi, dậy mùi thơm và ngọt tự nhiên từ gà, nấm, màu sắc bắt mắt. Món này giàu chất bổ dưỡng giúp tăng cường sức khỏe.
Thịt gà mềm ngọt, lá é nhúng nước lẩu nóng làm dậy vị the the, bùi bùi, ăn cùng măng củ giòn, nấm tươi ngọt làm thực khách ''xiêu lòng'' khi tới xứ sở ngàn hoa. 
Món lẩu gà nấu nấm không những giúp bạn thay đổi khẩu vị mà còn rất mát và bổ dưỡng.",https://vcdn1-giadinh.vnecdn.net/2023/02/11/Buoc-1-1-2176-1676087399.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=VwFA3MD5Q5wl-lvPV4NNNQ
Lẩu gà nấu nấm,https://vnexpress.net/doi-song-cooking-4311524.html,"Món lẩu gà nấu nấm không những giúp bạn thay đổi khẩu vị mà còn rất mát và bổ dưỡng.
Thịt gà mềm ngọt, lá é nhúng nước lẩu nóng làm dậy vị the the, bùi bùi, ăn cùng măng củ giòn, nấm tươi ngọt làm thực khách ''xiêu lòng'' khi tới xứ sở ngàn hoa. 
Lẩu nóng hổi, dậy mùi thơm và ngọt tự nhiên từ gà, nấm, màu sắc bắt mắt. Món này giàu chất bổ dưỡng giúp tăng cường sức khỏe.",
Cách làm lẩu Thái chua cay ấm áp ngày đông,https://vnexpress.net/doi-song-cooking-4549462.html,"Nước dùng màu đỏ cam, vị chua từ dứa, vị ngọt từ nước dừa, nước hầm xương, vị cay tê đầu lưỡi từ ớt, dậy mùi thơm của sả, lá chanh. Món lẩu này làm ấm người trong tiết trời lạnh giá.
Một nồi lẩu Thái nóng hổi với màu cam đỏ bắt mắt, thơm mùi riềng sả, vị ngọt tự nhiên quyện vị tê cay từ ớt, sa tế giúp ấm lòng người, thích hợp tề tựu bạn bè, người thân dịp Tết Dương lịch.",https://vcdn1-giadinh.vnecdn.net/2022/12/17/Buoc-1-1-7859-1671269524.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=6HRJyR3AVLBwdEk6NLqkqw
Cách làm nước lẩu Thái chua cay,https://vnexpress.net/doi-song-cooking-4694976.html,"Một nồi lẩu Thái nóng hổi với màu cam đỏ bắt mắt, thơm mùi riềng sả, vị ngọt tự nhiên quyện vị tê cay từ ớt, sa tế giúp ấm lòng người, thích hợp tề tựu bạn bè, người thân dịp Tết Dương lịch.
Nước dùng màu đỏ cam, vị chua từ dứa, vị ngọt từ nước dừa, nước hầm xương, vị cay tê đầu lưỡi từ ớt, dậy mùi thơm của sả, lá chanh. Món lẩu này làm ấm người trong tiết trời lạnh giá.",https://vcdn1-giadinh.vnecdn.net/2023/12/29/Buoc-1-1-7921-1703835584.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=xmr8eC4uUPwM75Hbc2TcKw
"Cách làm pate béo mềm, không tanh",https://vnexpress.net/doi-song-cooking-4642894.html,"Pate mềm nhừ, béo ngậy, khi ăn như tan trong miệng. Món này dùng phết bánh mì hay ăn cùng xôi, cơm trắng đều ngon và tiện dụng, nhất là trong tiết trời mùa thu mát lành.
Pate mềm mịn, thơm ngon, không khô, không tanh mùi gan heo. Món này ăn cùng xôi nóng, bánh mì rất ngon. 
Thay vì làm từ thịt, gan heo, loại pate này được làm hoàn toàn từ ức gà, đậu gà, nấm và các loại hạt giàu dinh dưỡng khác.",https://vcdn1-giadinh.vnecdn.net/2023/08/17/Buoc-1-1-1553-1692259102.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=wlHBqUu1r5_CEz8opu-a1g
Cách làm pate truyền thống thơm ngon,https://vnexpress.net/doi-song-cooking-4385509.html,"Pate mềm mịn, thơm ngon, không khô, không tanh mùi gan heo. Món này ăn cùng xôi nóng, bánh mì rất ngon.",https://vcdn1-giadinh.vnecdn.net/2021/11/16/Pate-jpeg-7307-1637069640.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=7DePA3B3sq5fuVAm9AXS_w
Cách làm Pate nấm ức gà,https://vnexpress.net/doi-song-cooking-4640258.html,"Thay vì làm từ thịt, gan heo, loại pate này được làm hoàn toàn từ ức gà, đậu gà, nấm và các loại hạt giàu dinh dưỡng khác.
Pate mềm nhừ, béo ngậy, khi ăn như tan trong miệng. Món này dùng phết bánh mì hay ăn cùng xôi, cơm trắng đều ngon và tiện dụng, nhất là trong tiết trời mùa thu mát lành. 
Pate mềm mịn, thơm ngon, không khô, không tanh mùi gan heo. Món này ăn cùng xôi nóng, bánh mì rất ngon.",https://vcdn1-giadinh.vnecdn.net/2023/08/10/anh-2-5707-1691657878.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=r5aglp0JGC09kbQAtUfhcg
Cách làm phở bò sốt vang Hà Nội,https://vnexpress.net/doi-song-cooking-4641011.html,"Bát phở hội tụ sắc, hương và vị với thịt bò đỏ nâu, mềm ngọt, có chút sần sật. Nước dùng nâu đỏ, hơi sánh, dậy mùi thơm của quế, hồi, thảo quả. Món này ăn hợp tiết trời mát dịu chớm thu.
Một bát phở ngon là sự tổng hòa của nhiều yếu tố kết hợp, đặc biệt là phần nước dùng - linh hồn của bát phở. 
Phở gà truyền thống Hà Nội không sử dụng quế, hồi mà chỉ có hành, gừng nướng cùng rễ mùi, rễ hành tạo phong vị nhẹ thanh riêng.",https://vcdn1-giadinh.vnecdn.net/2023/08/12/Buoc-1-1-2821-1691832741.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=4Dkso3lRhRe_JLVVSaLT4A
"Hướng dẫn nấu phở bò tại nhà ĐẬM ĐÀ, CHUẨN VỊ ngoài hàng",https://vnexpress.net/doi-song-cooking-4298429.html,"Một bát phở ngon là sự tổng hòa của nhiều yếu tố kết hợp, đặc biệt là phần nước dùng - linh hồn của bát phở.",
Phở cuốn hương vị phương Nam,https://vnexpress.net/doi-song-cooking-4311111.html,"Món ăn sáng tạo từ Hà Nội (với thịt bò, rau sống...) được 'biến tấu' theo phương vị Nam bộ rất hấp dẫn.
Phở cuốn đều tay, thịt bò mềm mọng nước, rau thơm tươi mát, bánh phở mềm dai chấm đẫm nước mắm chua ngọt tạo dư vị khó quên. Món ăn này dễ chiều lòng người trong tiết trời oi bức chuyển mùa. 
Phở cuốn là một món ăn được ưa chuộng bởi dễ thực hiện, dễ ăn, sẽ càng hấp dẫn, tốt cho sức khỏe hơn nếu nguyên liệu chính là cá hồi sống. 
Phở cuốn là món ăn được nhiều người yêu thích vì sự đơn giản, tiết kiệm thời gian chế biến lại dễ ăn. 
Phở gà truyền thống Hà Nội không sử dụng quế, hồi mà chỉ có hành, gừng nướng cùng rễ mùi, rễ hành tạo phong vị nhẹ thanh riêng.",
Phở cuốn cá hồi ướp muối chanh - Ngon miệng mà DỄ LÀM,https://vnexpress.net/doi-song-cooking-4298461.html,"Phở cuốn là một món ăn được ưa chuộng bởi dễ thực hiện, dễ ăn, sẽ càng hấp dẫn, tốt cho sức khỏe hơn nếu nguyên liệu chính là cá hồi sống.",
Hướng dẫn làm món Phở cuốn tại nhà - VnExpress Cooking,https://vnexpress.net/doi-song-cooking-4298425.html,"Phở cuốn là món ăn được nhiều người yêu thích vì sự đơn giản, tiết kiệm thời gian chế biến lại dễ ăn.",
Cách làm phở gà Hà Nội truyền thống,https://vnexpress.net/doi-song-cooking-4643362.html,"Thịt gà da giòn, mọng nước, nước dùng ngọt điểm xuyết hành chẻ, thoảng hương thơm đặc trưng. Phở gà Hà thành luôn cuốn hút, nhất là vào tiết trời mùa thu.
Phở trộn hài hòa vị chua ngọt mặn, thịt gà ngọt mềm, thơm mùi hành phi, lạc rang bùi tạo nên món ngon giàu dinh dưỡng cho bữa sáng. 
Với nguyên liệu đơn giản, phở gà nhà làm có nước dùng ngọt thanh, thịt gà thơm, mọng nước hấp dẫn như nhà hàng. 
Một tô phở gà nóng hổi, nước dùng ngọt thanh, thịt gà vàng nhẹ, điểm xuyết lá chanh thái nhỏ... nhanh chóng xua tan giá rét. 
Phở gà truyền thống Hà Nội không sử dụng quế, hồi mà chỉ có hành, gừng nướng cùng rễ mùi, rễ hành tạo phong vị nhẹ thanh riêng.",https://vcdn1-giadinh.vnecdn.net/2023/08/18/Buoc-1-1-6660-1692350463.jpg?w=680&h=0&q=100&dpr=1&fit=crop&s=r6XedAAid0xm634rkGkrYA
